Date,Close/Last,Volume,Open,High,Low
10/27/2021,24.191,47363,24.22,24.33,23.905
10/26/2021,24.088,60188,24.65,24.655,23.925
10/25/2021,24.592,43593,24.395,24.695,24.365
10/22/2021,24.449,79709,24.22,24.92,24.185
10/21/2021,24.17,57479,24.37,24.55,24.07
10/20/2021,24.445,70427,23.71,24.495,23.615
10/19/2021,23.883,76326,23.25,24.18,23.22
10/18/2021,23.264,46484,23.38,23.495,23.035
10/15/2021,23.349,50497,23.565,23.645,23.1
10/14/2021,23.477,52250,23.1,23.625,22.925
10/13/2021,23.17,68834,22.57,23.285,22.48
10/12/2021,22.514,41629,22.61,22.79,22.325
10/11/2021,22.665,28995,22.685,22.83,22.495
10/08/2021,22.705,67334,22.61,23.22,22.435
10/07/2021,22.658,40165,22.64,22.84,22.385
10/06/2021,22.532,38173,22.635,22.7,22.185
10/05/2021,22.608,26336,22.725,22.73,22.38
10/04/2021,22.644,34535,22.6,22.805,22.29
10/01/2021,22.536,42261,22.185,22.6,21.99
09/30/2021,22.047,64028,21.515,22.225,21.46
09/29/2021,21.485,77565,22.475,22.565,21.41
09/28/2021,22.467,54308,22.625,22.68,22.08
09/27/2021,22.694,35208,22.395,22.865,22.39
09/24/2021,22.425,41005,22.53,22.79,22.09
09/23/2021,22.679,42215,22.695,22.88,22.465
09/22/2021,22.907,50214,22.485,23.15,22.455
09/21/2021,22.611,40127,22.265,22.72,22.21
09/20/2021,22.204,50401,22.33,22.5,22.025
